submission_id,household_id,action,column,before,after,reason
uuid:00345,HH-IBA-0345,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00211,HH-KIR-0211,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00209,HH-RUB-0209,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00251,HH-RUB-0251,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00182,HH-RUB-0182,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00174,HH-IBA-0174,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00360,HH-IBA-0360,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00319,HH-KIR-0319,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00387,HH-IBA-0387,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00186,HH-IBA-0186,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00408,HH-IBA-0408,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00021,HH-IBA-0021,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00102,HH-IBA-0102,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00008,HH-RUB-0008,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00049,HH-KIR-0049,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00094,HH-KIR-0094,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00122,HH-RUB-0122,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:90001,HH-IBA-0132,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00089,HH-RUB-0089,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00247,HH-KIR-0247,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00014,HH-RUB-0014,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00103,HH-KIR-0103,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00208,HH-KIR-0208,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:90004,HH-IBA-0384,normalise_categorical,district, Ibanda ,ibanda,whitespace or case standardised
uuid:00401,HH-RUB-0401,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00031,HH-KIR-0031,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00283,HH-KIR-0283,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00232,HH-KIR-0232,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00301,HH-KIR-0301,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00077,HH-RUB-0077,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00253,HH-KIR-0253,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00088,HH-KIR-0088,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00132,HH-IBA-0132,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00048,HH-IBA-0048,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00111,HH-IBA-0111,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00204,HH-IBA-0204,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00047,HH-RUB-0047,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00104,HH-RUB-0104,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00056,HH-RUB-0056,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00311,HH-RUB-0311,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00202,HH-KIR-0202,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00371,HH-RUB-0371,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00250,HH-KIR-0250,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00178,HH-KIR-0178,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00137,HH-RUB-0137,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00285,HH-IBA-0285,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:90002,HH-KIR-0307,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00281,HH-RUB-0281,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00003,HH-IBA-0003,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00189,HH-IBA-0189,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00091,HH-KIR-0091,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00260,HH-RUB-0260,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00367,HH-KIR-0367,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00375,HH-IBA-0375,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00276,HH-IBA-0276,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00291,HH-IBA-0291,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00050,HH-RUB-0050,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00057,HH-IBA-0057,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00195,HH-IBA-0195,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00369,HH-IBA-0369,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00164,HH-RUB-0164,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00239,HH-RUB-0239,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00309,HH-IBA-0309,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00059,HH-RUB-0059,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00026,HH-RUB-0026,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00144,HH-IBA-0144,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00025,HH-KIR-0025,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00353,HH-RUB-0353,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00303,HH-IBA-0303,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00141,HH-IBA-0141,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00328,HH-KIR-0328,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00315,HH-IBA-0315,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00156,HH-IBA-0156,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00081,HH-IBA-0081,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00130,HH-KIR-0130,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00355,HH-KIR-0355,normalise_categorical,district, Kiruhura ,kiruhura,whitespace or case standardised
uuid:00415,HH-KIR-0415,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00297,HH-IBA-0297,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00173,HH-RUB-0173,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00217,HH-KIR-0217,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00085,HH-KIR-0085,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00256,HH-KIR-0256,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00261,HH-IBA-0261,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00147,HH-IBA-0147,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00222,HH-IBA-0222,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00190,HH-KIR-0190,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00317,HH-RUB-0317,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00278,HH-RUB-0278,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00365,HH-RUB-0365,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00399,HH-IBA-0399,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00138,HH-IBA-0138,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00368,HH-RUB-0368,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00166,HH-KIR-0166,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00342,HH-IBA-0342,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00243,HH-IBA-0243,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00382,HH-KIR-0382,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00262,HH-KIR-0262,normalise_categorical,district, Kiruhura ,kiruhura,whitespace or case standardised
uuid:00123,HH-IBA-0123,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00327,HH-IBA-0327,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00113,HH-RUB-0113,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00255,HH-IBA-0255,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00024,HH-IBA-0024,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00305,HH-RUB-0305,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00213,HH-IBA-0213,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00344,HH-RUB-0344,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00378,HH-IBA-0378,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00179,HH-RUB-0179,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00120,HH-IBA-0120,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00389,HH-RUB-0389,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00373,HH-KIR-0373,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00180,HH-IBA-0180,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00290,HH-RUB-0290,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00022,HH-KIR-0022,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00314,HH-RUB-0314,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00332,HH-RUB-0332,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00296,HH-RUB-0296,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00011,HH-RUB-0011,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00280,HH-KIR-0280,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00146,HH-RUB-0146,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00001,HH-KIR-0001,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00075,HH-IBA-0075,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00139,HH-KIR-0139,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00406,HH-KIR-0406,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00149,HH-RUB-0149,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00403,HH-KIR-0403,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00160,HH-KIR-0160,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00258,HH-IBA-0258,normalise_categorical,district, Ibanda ,ibanda,whitespace or case standardised
uuid:00308,HH-RUB-0308,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00331,HH-KIR-0331,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00329,HH-RUB-0329,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:90003,HH-IBA-0030,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00229,HH-KIR-0229,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00126,HH-IBA-0126,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00419,HH-RUB-0419,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00410,HH-RUB-0410,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00236,HH-RUB-0236,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00153,HH-IBA-0153,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00244,HH-KIR-0244,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00354,HH-IBA-0354,normalise_categorical,district,Ibanda,ibanda,whitespace or case standardised
uuid:00230,HH-RUB-0230,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00016,HH-KIR-0016,normalise_categorical,district,Kiruhura,kiruhura,whitespace or case standardised
uuid:00074,HH-RUB-0074,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00176,HH-RUB-0176,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00338,HH-RUB-0338,normalise_categorical,district,Rubirizi,rubirizi,whitespace or case standardised
uuid:00030,HH-IBA-0030,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00199,HH-KIR-0199,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00027,HH-IBA-0027,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00235,HH-KIR-0235,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00282,HH-IBA-0282,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00000,HH-IBA-0000,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00066,HH-IBA-0066,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00273,HH-IBA-0273,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00407,HH-RUB-0407,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00324,HH-IBA-0324,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00078,HH-IBA-0078,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00214,HH-KIR-0214,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00107,HH-RUB-0107,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00397,HH-KIR-0397,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00069,HH-IBA-0069,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00219,HH-IBA-0219,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00076,HH-KIR-0076,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00007,HH-KIR-0007,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00124,HH-KIR-0124,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00286,HH-KIR-0286,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00110,HH-RUB-0110,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00125,HH-RUB-0125,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00223,HH-KIR-0223,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00376,HH-KIR-0376,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00293,HH-RUB-0293,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00274,HH-KIR-0274,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00340,HH-KIR-0340,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00061,HH-KIR-0061,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00395,HH-RUB-0395,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00352,HH-KIR-0352,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00263,HH-RUB-0263,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00361,HH-KIR-0361,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00231,HH-IBA-0231,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00405,HH-IBA-0405,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00012,HH-IBA-0012,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00097,HH-KIR-0097,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00135,HH-IBA-0135,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00018,HH-IBA-0018,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00413,HH-RUB-0413,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00295,HH-KIR-0295,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00271,HH-KIR-0271,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00392,HH-RUB-0392,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00357,HH-IBA-0357,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00051,HH-IBA-0051,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00185,HH-RUB-0185,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00294,HH-IBA-0294,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:90000,HH-KIR-0271,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00133,HH-KIR-0133,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00183,HH-IBA-0183,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00071,HH-RUB-0071,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00033,HH-IBA-0033,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00154,HH-KIR-0154,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00238,HH-KIR-0238,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00067,HH-KIR-0067,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00002,HH-RUB-0002,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00233,HH-RUB-0233,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00418,HH-KIR-0418,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00118,HH-KIR-0118,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00136,HH-KIR-0136,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00058,HH-KIR-0058,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00343,HH-KIR-0343,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00029,HH-RUB-0029,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00044,HH-RUB-0044,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00359,HH-RUB-0359,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00404,HH-RUB-0404,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00037,HH-KIR-0037,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00377,HH-RUB-0377,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00267,HH-IBA-0267,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00167,HH-RUB-0167,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00252,HH-IBA-0252,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00207,HH-IBA-0207,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00101,HH-RUB-0101,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00151,HH-KIR-0151,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00200,HH-RUB-0200,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00090,HH-IBA-0090,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00381,HH-IBA-0381,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00326,HH-RUB-0326,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00316,HH-KIR-0316,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00370,HH-KIR-0370,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00416,HH-RUB-0416,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00265,HH-KIR-0265,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00114,HH-IBA-0114,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00336,HH-IBA-0336,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00106,HH-KIR-0106,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00402,HH-IBA-0402,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00163,HH-KIR-0163,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00013,HH-KIR-0013,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00119,HH-RUB-0119,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00237,HH-IBA-0237,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00152,HH-RUB-0152,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00337,HH-KIR-0337,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00205,HH-KIR-0205,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00112,HH-KIR-0112,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00134,HH-RUB-0134,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00073,HH-KIR-0073,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00298,HH-KIR-0298,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00363,HH-IBA-0363,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00234,HH-IBA-0234,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00347,HH-RUB-0347,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00333,HH-IBA-0333,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00105,HH-IBA-0105,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00287,HH-RUB-0287,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00398,HH-RUB-0398,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00155,HH-RUB-0155,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00100,HH-KIR-0100,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00169,HH-KIR-0169,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00269,HH-RUB-0269,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00341,HH-RUB-0341,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00268,HH-KIR-0268,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00065,HH-RUB-0065,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00192,HH-IBA-0192,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00082,HH-KIR-0082,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00218,HH-RUB-0218,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00358,HH-KIR-0358,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00249,HH-IBA-0249,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00092,HH-RUB-0092,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00210,HH-IBA-0210,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:90005,HH-RUB-0278,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00054,HH-IBA-0054,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00140,HH-RUB-0140,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00158,HH-RUB-0158,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00109,HH-KIR-0109,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00240,HH-IBA-0240,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
uuid:00035,HH-RUB-0035,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00322,HH-KIR-0322,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00159,HH-IBA-0159,normalise_categorical,subcounty,Bisheshe,bisheshe,whitespace or case standardised
uuid:00079,HH-KIR-0079,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00390,HH-IBA-0390,normalise_categorical,subcounty,Kicuzi,kicuzi,whitespace or case standardised
uuid:00099,HH-IBA-0099,normalise_categorical,subcounty,Nyamarebe,nyamarebe,whitespace or case standardised
uuid:00221,HH-RUB-0221,normalise_categorical,subcounty,Rukiri,rukiri,whitespace or case standardised
